beside	ondoan
essential	esentzial
spherical	esferiko
experienced	eskarmentudun
scarce	eskas
scarce	urri
insufficient	eskas
insufficient	gutxiegi
schematic	eskematiko
ungrateful	eskergabe
school	eskola
unscrupulous	eskrupulurikgabe
local	eskualdeko
local	lokal
right	eskuin
right	eskuineko
right	on
right	zuzen
righthand	eskuin
righthanded	eskuin
unavailable	eskuraezin
unobtainable	eskuraezin
obtainable	eskuragarri
liberal	eskuzabal
liberal	liberal
manual	eskuzko
slavic	eslaviar
spanish	espainiar
spanish	espainol
spanish	gaztelau
spasmodic	espasmodiko
space	espazial
spatial	espazial
speculative	espekulatibo
experimental	esperimental
spiritual	espiritual
explicit	esplizitu
statistical	estatistiko
state	estatu
aesthetic	estetiko
stylistic	estilistiko
stoical	estoiko
stoic	estoiko
alien	estralurtar
unofficial	estraofizial
strategic	estrategiko
stressful	estresagarri
narrow	estu
skeptical	eszeptiko
sceptical	eszeptiko
broken	eten
ceaseless	etengabe
continual	etengabe
continuous	etengabe
continuous	jarraiki
continuous	jarraitu
incessant	etengabe
running	etengabe
ethical	etiko
ethnic	etniko
immigrant	etorkin
enemy	etsai
desperate	etsi
homemade	etxeko
domestic	etxeko
domestic	nazional
homely	etxekoi
tame	etxekotu
rainy	euritsu
european	europar
basque	euskal
basque	euskaldun
basque	eusko
existitzen	eusko
exotic	exotiko
unskilled	ezgaitu
illegitimate	ezlegitimo
unnecessary	ezbeharrezko
ineffective	ezeraginkor
unclear	ezgarbi
harmless	ezkaltegarri
oblivious	ezkontziente
unwilling	ezprest
unsure	ezseguru
insecure	ezseguru
unsafe	ezseguru
wrong	ezzuzen
wrong	txar
incorrect	ezzuzen
familiar	ezagun
familiar	familiar
known	ezagun
popular	ezagun
popular	herritar
wellknown	ezagun
noted	ezagun
unpleasant	ezatsegin
disagreeable	ezatsegin
objectionable	ezatsegin
unfriendly	ezatsegin
unkind	ezatsegin
unseemly	ezegoki
unstable	ezegonkor
precarious	ezegonkor
unsound	ezegonkor
unsteady	ezegonkor
volatile	ezegonkor
worthless	ezerez
unidentified	ezezagun
unknown	ezezagun
negative	ezezko
negative	negatibo
incapable	ezgai
unable	ezgai
incompetent	ezgai
perfect	ezinhobe
perfect	perfektu
ezin	perfektu
impossible	ezinezko
impossible	ezin
ignorant	ezjakin
uneducated	ezjakin
scaly	ezkatadun
left	ezker
left	ezkerreko
sinister	ezkerreko
sinister	gaizto
lefthanded	ezkerti
married	ezkondu
unmarried	ezkongabe
celibate	ezkonge
pessimistic	ezkor
unseen	ezkutu
covert	ezkutu
occult	ezkutu
immoral	ezmoral
extraordinary	ezohiko
extraordinary	ezohizko
extraordinary	ohizkanpoko
indisputable	eztabaidaezin
undisputed	eztabaidaezin
unquestionable	eztabaidaezin
debatable	eztabaidagarri
controversial	eztabaidagarri
questionable	eztabaidagarri
mellow	ezti
mellow	goxo
mellow	gozo
gentle	ezti
gentle	suabe
false	faltsu
false	gezurrezko
bogus	faltsu
counterfeit	faltsu
dishonest	faltsu
spurious	faltsu
untrue	faltsu
famous	famatu
famous	ospetsu
family	familiar
fanatical	fanatiko
federal	federal
feminine	femenino
feminist	feminista
feudal	feudal
dependable	fidagarri
reliable	fidagarri
trustworthy	fidagarri
unsuspecting	fidakor
faithful	fidel
faithful	leial
film	leial
philosophical	filosofiko
philosophic	filosofiko
exquisite	fin
genteel	fin
polished	fin
refined	fin
financial	finantzario
fixed	finko
physical	fisiko
physiological	fisiologiko
fiscal	fiskal
flemish	flandestar
buoyant	flotatzaile
fluorescent	fluoreszente
phonetic	fonetiko
formal	formal
phosphorescent	fosforeszente
photogenic	fotogeniko
photographic	fotografiko
french	frantses
french	frantziar
frantic	frenetiko
frenetic	frenetiko
fresh	freskagarri
fresh	fresko
refreshing	freskagarri
cool	fresko
cool	hotz
justifiable	frogagarri
frontal	frontal
fruitless	fruiturikgabe
fundamental	funtsezko
devoid	gabe
pending	gabe
void	gabe
insuperable	gaindiezin
insurmountable	gaindiezin
superior	gaineko
superior	goiko
top	gaineko
top	goiko
upper	gaineko
upper	goiko
hard	gaitz
hard	gogor
ill	gaixo
sick	gaixo
wretched	gaixo
wretch	gaixo
unhealthy	gaixoti
perverse	gaizto
baleful	gaizto
evil	gaizto
fiendish	gaizto
infamous	gaizto
malevolent	gaizto
malicious	gaizto
malignant	gaizto
malign	gaizto
sardonic	gaizto
wicked	gaizto
interrogative	galdetzaile
missing	galdu
stray	galdu
galician	galego
galician	galiziar
deciduous	galkor
perishable	galkor
convex	ganbil
fatfree	gantzgabe
overhead	garai
overhead	gora
lofty	garai
impregnable	garaiezin
invincible	garaiezin
contemporary	garaikide
victorious	garaile
clean	garbi
pure	garbi
net	garbi
transparent	garden
glassy	garden
expensive	garesti
costly	garesti
pricey	garesti
trivial	garrantzirikgabeko
important	garrantzitsu
important	garrantzizko
central	garrantzitsu
central	zentral
major	garrantzitsu
major	garrantzizko
major	maior
ofnote	garrantzizko
bitter	garratz
bitter	mingots
acid	garratz
acrid	garratz
pungent	garratz
scathing	garratz
tart	garratz
cerebral	garun
conflictive	gatazkatsu
bland	gatzgabe
gaur	gatzgabe
gaur	gatzgabe
nocturnal	gautar
nightly	gautar
ineffectual	gauzaez
savoury	gazi
brown	gaztainakoloreko
brown	marroi
juvenile	gazte
young	gazte
youthful	gazte
excessive	gehiegi
excessive	gehiegizko
excessive	sobera
additional	gehigarri
motionless	geldi
still	geldi
stationary	geldi
restive	geldiezin
genetic	genetiko
genital	genital
geographic	geografiko
geological	geologiko
geometrical	geometriko
geostrophic	geostrofiko
germanic	germaniar
future	geroko
back	geroko
posterior	geroko
geroz	geroko
belligerent	gerrazale
contingent	gertadaitekeen
likely	gertadaitekeen
probable	gertadaitekeen
prospective	gertadaitekeen
sure	gertu
sure	seguru
sure	ziur
close	gertu
impending	gertu
prepared	gertu
uncertain	gezur
burly	gihartsu
hefty	gihartsu
human	giza
human	gizatiar
human	gizonezko
fat	gizen
fat	lodi
obese	gizen
global	global
overall	global
overall	oso
governmental	gobernuko
annoying	gogaikarri
irksome	gogaikarri
pesky	gogaikarri
tedious	gogaikarri
tiresome	gogaikarri
troublesome	gogaikarri
considerable	gogoangarri
memorable	gogoangarri
relentless	gogor
relentless	tinko
severe	gogor
severe	larri
adamant	gogor
forceful	gogor
forceful	kementsu
grim	gogor
hardy	gogor
harsh	gogor
stern	gogor
enthusiastic	gogotsu
peak	goi
dismal	goibel
dreary	goibel
glum	goibel
early	goiztiar
precocious	goiztiar
premature	goiztiar
untimely	goiztiar
advisable	gomendagarri
deaf	gor
eventful	gorabeheratsu
upward	goranzko
raw	gordin
crude	gordin
gross	gordin
supreme	goren
paramount	goren
topmost	goren
deserving	goresgarri
passionate	gori
passionate	suhar
passionate	sutsu
redhot	gori
whitehot	gori
red	gorri
reddish	gorrixka
ruddy	gorrixka
abominable	gorrotagarri
hateful	gorrotagarri
obnoxious	gorrotagarri
odious	gorrotagarri
hungry	goseti
hungry	gose
ravenous	goseti
gothic	gotiko
sweet	goxo
sweet	gozo
graphic	grafiko
grammatical	gramatikal
greek	greko
greek	greziar
eager	grinatsu
gray	gris
grey	gris
favourite	gustukoen
acquisitive	gutiziatsu
gutxi	gutiziatsu
minimal	gutxieneko
minimal	minimo
minimal	osotxiki
minimum	gutxieneko
minimum	minimo
minimum	txikien
minoritary	gutxienen
airy	haizatu
windy	haizetsu
fatal	halabeharrezko
decimal	hamartar
voluminous	handi
big	handi
bulky	handi
cumbersome	handi
great	handi
great	handiago
immense	handi
immense	mugagabe
large	handi
substantial	handi
substantial	substantzial
utmost	handi
able	handi
capable	handi
elder	handi
elder	zaharren
tidy	handi
main	handiago
main	nagusi
turgid	hanpatu
verbose	hanpatu
carnivorous	haragijale
sandy	hareazko
amenable	harkor
receptive	harkor
responsive	harkor
predatory	harrapari
surprising	harrigarri
amazing	harrigarri
striking	harrigarri
rocky	harritsu
stony	harritsu
proud	harro
arrogant	harro
cavalier	harro
cocky	harro
conceited	harro
flashy	harro
haughty	harro
presumptuous	harro
pretentious	harro
smug	harro
vain	harro
selfimportant	harroputz
snooty	harroputz
raging	haserre
angry	haserre
cross	haserre
furious	haserre
livid	haserre
indignant	haserretu
incipient	hasiberri
junior	hasiberri
novice	hasiberri
initial	hasierako
childish	haur
pregnant	haurdun
resistant	hauskaitz
fragile	hauskor
brittle	hauskor
perceivable	hautemangarri
appreciable	hautemangarri
perceptible	hautemangarri
tangible	hautemangarri
electoral	hauteskunde
rife	hedatu
widespread	hedatu
meridional	hegoaldeko
mature	heldu
adult	heldu
ripe	heldu
immature	heldugabe
inaccessible	helezin
rusty	herdoildu
hereditary	hereditario
airtight	hermetiko
watertight	hermetiko
heroic	heroiko
spiteful	herratsu
lame	herren
strict	hertsi
eel	aingira
hovercraft	aerolabaingailu
lira	lira
lyre	lira
strictlaw	legehertsi
stare	adiadibegiratu
meaning	adiera
strictsense	adierahertsi
inthestrictestsenseoftheword	hitzarenadierahertsian
tight	hertsi
heterogeneous	heterogeneo
heterosexual	heterosexual
humid	heze
clammy	heze
damp	heze
moist	heze
educational	hezigarri
formative	hezigarri
hydraulic	hidrauliko
hydroelectric	hidroelektriko
hierarchical	hierarkiko
threadbare	higatu
hygienic	higieniko
mobile	higikor
distasteful	higuingarri
immortal	hilezkor
deadly	hilgarri
lethal	hilgarri
mortal	hilkor
murderous	hiltzaile
hypnotic	hipnotiko
hypocritical	hipokrita
hypothetical	hipotetiko
hiri	hipotetiko
citizen	hiritar
urban	hiritar
treble	hirukoitz
triple	hirukoitz
hispanic	hispaniko
hysterical	histeriko
historical	historiko
historic	historiko
verbal	hitzezko
garrulous	hitzontzi
linguistic	hizkuntzaren
good	hobe
good	on
good	onen
preferable	hobe
optimum	hobezin
cloudy	hodeitsu
dutch	holandar
homogeneous	homogeneo
homosexual	homosexual
dilapidated	hondatu
ramshackle	hondatu
sunken	hondoratu
blond	horail
yellow	hori
horizontal	horizontal
jagged	horzdun
evergreen	hostoiraunkor
leafy	hostotsu
cold	hotz
aloof	hotz
chilly	hotz
frigid	hotz
humanitarian	humanitario
thrilling	hunkigarri
impressive	hunkigarri
impressive	ikaragarri
shocking	hunkigarri
breathtaking	hunkigarri
exciting	hunkigarri
exciting	kitzikagarri
poignant	hunkigarri
poignant	patetiko
near	hurbil
forthcoming	hurbil
forthcoming	hurren
next	hurbil
next	hurko
next	hurrengo
imminent	hurbil
coming	hurren
successive	hurrengo
hollow	huts
futile	huts
sheer	huts
unoccupied	huts
banal	hutsal
infallible	hutsezin
unfailing	hutsikgabe
fluvial	ibaiko
iberian	iberiko
unwritten	idatzigabe
ideal	ideal
ideological	ideologiko
idyllic	idiliko
idiomatic	idiomatiko
arid	idor
astringent	idorgarri
transient	igarokor
transitory	igarokor
transitory	iragaitzazko
passing	igarokor
fleeting	iheskor
fleeting	labur
elusive	iheskor
evasive	iheskor
noncommittal	iheskor
fugitive	iheslari
runaway	iheslari
impassive	ikaragaitz
stolid	ikaragaitz
dreadful	ikaragarri
dreadful	izugarri
terrible	ikaragarri
terrible	izugarri
appalling	ikaragarri
grisly	ikaragarri
gruesome	ikaragarri
hairraising	ikaragarri
afraid	ikaratu
studious	ikastun
inquisitive	ikusbera
invisible	ikusezin
visible	ikusgai
spectacular	ikusgarri
illegal	ilegal
ginger	ilegorri
redheaded	ilegorri
hairy	iletsu
shaggy	iletsu
illogical	ilogiko
dark	ilun
dark	beltzaran
bleak	ilun
dingy	ilun
gloomy	ilun
obscure	ilun
somber	ilun
sombre	ilun
immune	immune
impotent	indargabe
powerless	indargabe
strong	indartsu
strong	sendo
mighty	indartsu
indian	indiar
industrial	industrial
infectious	infekzioso
informal	informal
computer	informatiko
informative	informatzaile
english	ingeles
environmental	ingurune
nonconformist	inkonformista
incongruous	inkongruente
extraneous	inoren
disinterested	inpartzial
impartial	inpartzial
neutral	inpartzial
neutral	neutro
unbiased	inpartzial
imperial	inperial
impersonal	inpertsonal
implicit	inplizitu
institutional	instituzional
juridicoinstitutional	juridikoinstituzional
intellectual	intelektual
highbrow	intelektual
intensive	intentsibo
intensive	trinko
interested	interesatu
interesting	interesgarri
worthwhile	interesgarri
international	internazional
international	nazioarteko
north	iparraldeko
NorthAmerican	iparramerikar
transitive	iragankor
waterproof	iragazgaitz
offensive	iraingarri
defamatory	iraingarri
scurrilous	iraingarri
legible	irakurgarri
readable	irakurgarri
illegible	irakurtezin
revolutionary	iraultzaile
extinct	iraungi
durable	iraunkor
lasting	iraunkor
perennial	iraunkor
standing	iraunkor
open	ireki
overt	ireki
irish	irlandar
firm	irmo
determined	irmo
ironic	ironiko
wry	ironiko
wry	makur
irrational	irrazional
unreal	irreal
irregular	irregular
erratic	irregular
slippery	irristakor
flirtatious	irtirin
imaginative	irudimentsu
imaginary	irudizko
silent	isil
reserved	isil
secretive	isil
taciturn	isil
riotous	iskanbilatsu
islamic	islamiko
israeli	israeldar
italian	italiar
marine	itsas
marine	itsastar
littoral	itsasertzeko
longshore	itsasertzeko
coastal	itsasertzeko
adhesive	itsasgarri
maritime	itsasoko
blind	itsu
ugly	itsusi
monstrous	itsusi
unsightly	itsusi
shapeless	itxuragabe
affected	itxurati
itxuraz	itxurati
apparent	itxurazko
fictitious	itxurazko
shady	itzaltsu
shady	laiotz
atrocious	itzel
imposing	itzel
irreversible	itzulezin
starry	izartu
existent	izatedun
nameless	izengabe
sweaty	izerditsu
frosty	izoztu
icy	izoztu
horrible	izugarri
eerie	izugarri
frightening	izugarri
ghastly	izugarri
hideous	izugarri
horrendous	izugarri
horrific	izugarri
overpowering	izugarri
prodigious	izugarri
spooky	izugarri
luscious	izugarrigozo
glacial	izugarrihotz
wavy	izurtsu
aghast	izutu
sanctimonious	jainkojale
divine	jainkotiar
pious	jainkozale
newborn	jaioberri
public	jakin
public	publiko
knowing	jakin
wise	jakintsu
wise	zentzudun
wise	zentzuzko
sage	jakintsu
privy	jakitun
voracious	jale
unpalatable	jangaitz
appetising	jangarri
appetizing	jangarri
japanese	japoniar
sustained	jarraitu
unbearable	jasanezin
original	jatorrizko
original	original
pristine	jatorrizko
jealous	jeloskor
massive	jendetsu
massive	osohandi
general	jeneral
general	orokor
frisky	jostalari
playful	jostalari
judicial	judizial
jewish	judu
juridical	juridiko
just	justu
fair	justu
untold	kalkulaezin
harmful	kaltegarri
nonharmful	ezkaltegarri
hurtful	kaltegarri
hurtful	mingarri
damaging	kaltegarri
detrimental	kaltegarri
noxious	kaltegarri
pernicious	kaltegarri
untoward	kaltegarri
blunt	kamuts
obtuse	kamuts
exterior	kanpoko
external	kanpoko
outdoor	kanpoko
outer	kanpoko
outside	kanpoko
intrusive	kanpotar
chaotic	kaotiko
capitalist	kapitalista
cardiac	kardiako
fraught	kargatu
charitable	karitatetsu
grating	karrankari
strident	karrankari
square	karratu
square	koadro
rapturous	kartsu
zealous	kartsu
insignificant	kaskar
insignificant	ziztrin
marginal	kaskar
marginal	ziztrin
marginal	marjinal
inconsiderable	kaskar
measly	kaskar
paltry	kaskar
shoddy	kaskar
catalan	katalan
catholic	katoliko
causal	kausal
caustic	kaustiko
journalistic	kazetaritzako
energetic	kementsu
spirited	kementsu
vigorous	kementsu
smoky	ketsu
querulous	kexati
alarming	kezkagarri
disturbing	kezkagarri
worried	kezkati
affine	kide
ticklish	kilikor
chemical	kimiko
foul	kirastu
rank	kirastu
smelly	kirats
spiral	kiribil
spiral	espiral
spiralgalaxy	galaxiakiribil
spiralgalaxy	espiralgalaxia
sportive	kiroletako
crisp	kirrikatsu
surgical	kirurgiko
curly	kizkur
fuzzy	kizkur
clandestine	klandestino
classical	klasiko
classic	klasiko
climatic	klimatiko
clinical	kliniko
cognitive	kognitibo
coherent	koherente
fatty	koipetsu
filthy	koipetsu
greasy	koipetsu
cowardly	koldar
collective	kolektibo
rickety	koloka
wobbly	koloka
colonial	kolonial
colourful	koloretsu
colorful	koloretsu
resplendent	koloretsu
colossal	kolosal
commercial	komertzial
comic	komiko
comical	komiko
communal	komunal
communist	komunista
conventional	konbentzional
legendary	kondairazko
unconscious	konorterikgabe
compact	konpaktu
compact	trinko
comparable	konparagarri
complex	konplexu
elaborate	konplexu
irreparable	konponezin
constant	konstante
constitutional	konstituzional
continental	kontinental
mainland	kontinental
contradictory	kontraesankor
contrary	kontrako
contractual	kontratuko
unchecked	kontrolikgabe
conservative	kontserbadore
conceptual	kontzeptual
aware	kontziente
conscious	kontziente
coordinated	koordinatu
choral	koral
intricate	korapilatsu
knotty	korapilatsu
horny	korneo
corporal	korporal
corporate	korporatibo
cosmic	kosmiko
cosmopolitan	kosmopolita
christian	kristau
critical	kritiko
chronic	kroniko
chronological	kronologiko
cruel	krudel
inhuman	krudel
outrageous	krudel
quasigeostrophic	kuasigeostrofiko
literate	kulturadun
cultured	kulturadun
wellread	kulturadun
cultural	kultural
curious	kurioso
contagious	kutsakor
agricultural	laborantza
agricultural	nekazaritza
brief	labur
concise	labur
pithy	labur
succinct	labur
summary	labur
accompanying	lagun
fellow	lagun
ancillary	lagungarri
amicable	lagunkoi
cooperative	lagunkoi
outgoing	lagunkoi
willing	lagunkoi
willing	prest
auxiliary	laguntzaile
foggy	lainotsu
hazy	lainotsu
misty	lainotsu
overcast	lainotu
laconic	lakoniko
terse	lakoniko
labour	lan
rural	landatar
rustic	landatar
unemployed	langabe
busy	lanpetu
engaged	lanpetu
hectic	lanpetu
unkempt	lardats
dire	larri
grievous	larri
primrose	laru
toneless	lasai
easygoing	lasai
loose	lasai
loose	deslai
placid	lasai
quiet	lasai
serene	lasai
slack	lasai
tranquil	lasai
unruffled	lasai
reassuring	lasaigarri
sedative	lasaigarri
soothing	lasaigarri
latin	latindar
latinamerican	latinoamerikar
rough	latz
coarse	latz
flat	lau
flat	soil
flat	zelai
level	lau
plane	lau
laudable	laudagarri
praiseworthy	laudagarri
quadruple	laukoitz
nebulous	lauso
sketchy	lauso
vague	lauso
legal	legal
lawful	legezko
legitimate	legitimo
primary	lehen
primary	nagusi
prime	lehen
prime	nagusi
past	lehenagoko
explosive	leherkari
explosive	leherkor
competitive	lehiakor
dry	lehor
loyal	leial
staunch	leial
lethargic	letargiko
lank	leun
smooth	leun
smooth	liso
leun	liso
lexical	lexiko
dissolute	libertino
laxative	libragarri
available	libre
liquid	likido
dirty	likits
dirty	zikin
mesmeric	liluragarri
fascinating	liluragarri
persuasive	limurtzaile
seducer	limurtzaile
seductive	limurtzaile
seductive	seduktore
slender	lirain
slimy	lirdingatsu
viscous	lirdingatsu
lyric	liriko
quarrelsome	liskarzale
plain	liso
literal	literal
verbatim	literal
literary	literario
liturgical	liturgiko
indecent	lizun
lecherous	lizun
obscene	lizun
smutty	lizun
moldy	lizundu
mouldy	lizundu
soporific	loeragile
thick	lodi
stout	lodi
logical	logiko
sleepy	loguratu
locomotive	lokomotor
floral	lore
sleepless	lorikegingabe
sycophantic	losintxari
binding	lotesle
binding	nahitaezko
barefaced	lotsagabe
blatant	lotsagabe
brash	lotsagabe
brazen	lotsagabe
defiant	lotsagabe
impudent	lotsagabe
insolent	lotsagabe
pert	lotsagabe
saucy	lotsagabe
shameless	lotsagabe
unashamed	lotsagabe
disgraceful	lotsagarri
embarrassing	lotsagarri
shameful	lotsagarri
shy	lotsati
timid	lotsati
ashamed	lotsatu
subject	lotu
incoherent	loturarikgabe
subterranean	lurpeko
